Sr. No.,Name,Symbol,Date,Open,High,Low,Close,Volume,Market Cap
138,XRP,XRP,"Feb 18, 2022",$0.77 ,$0.80 ,$0.76 ,$0.79 ,"$2,913,093,056 ","$37,682,867,753 "
139,XRP,XRP,"Feb 17, 2022",$0.84 ,$0.84 ,$0.76 ,$0.77 ,"$2,798,023,719 ","$36,785,413,824 "
140,XRP,XRP,"Feb 16, 2022",$0.85 ,$0.85 ,$0.81 ,$0.84 ,"$2,165,008,058 ","$40,180,105,122 "
141,XRP,XRP,"Feb 15, 2022",$0.80 ,$0.86 ,$0.80 ,$0.85 ,"$2,249,706,300 ","$40,816,850,707 "
142,XRP,XRP,"Feb 14, 2022",$0.81 ,$0.81 ,$0.78 ,$0.80 ,"$2,401,300,497 ","$38,372,052,719 "
143,XRP,XRP,"Feb 13, 2022",$0.82 ,$0.84 ,$0.80 ,$0.81 ,"$2,504,198,747 ","$38,757,348,317 "
144,XRP,XRP,"Feb 12, 2022",$0.76 ,$0.85 ,$0.75 ,$0.82 ,"$3,457,258,389 ","$39,337,817,275 "
145,XRP,XRP,"Feb 11, 2022",$0.83 ,$0.83 ,$0.75 ,$0.76 ,"$3,346,204,748 ","$36,363,472,398 "
146,XRP,XRP,"Feb 10, 2022",$0.87 ,$0.89 ,$0.83 ,$0.83 ,"$3,535,002,566 ","$39,701,428,233 "
147,XRP,XRP,"Feb 09, 2022",$0.88 ,$0.91 ,$0.85 ,$0.87 ,"$3,760,269,362 ","$41,644,223,972 "
148,XRP,XRP,"Feb 08, 2022",$0.83 ,$0.91 ,$0.81 ,$0.88 ,"$6,159,382,645 ","$42,006,172,833 "
149,XRP,XRP,"Feb 07, 2022",$0.68 ,$0.83 ,$0.67 ,$0.83 ,"$4,197,403,037 ","$39,596,604,271 "
150,XRP,XRP,"Feb 06, 2022",$0.67 ,$0.69 ,$0.66 ,$0.68 ,"$1,095,140,341 ","$32,700,536,071 "
151,XRP,XRP,"Feb 05, 2022",$0.66 ,$0.68 ,$0.65 ,$0.67 ,"$1,760,389,771 ","$31,910,303,814 "
152,XRP,XRP,"Feb 04, 2022",$0.61 ,$0.66 ,$0.61 ,$0.66 ,"$1,543,180,484 ","$31,372,230,240 "
