Sr. No.,Name,Symbol,Date,Open,High,Low,Close,Volume,Market Cap
151,Bitcoin,BTC,"Feb 05, 2022","$41,501.48 ","$41,847.16 ","$41,038.10 ","$41,441.16 ","$19,652,846,215 ","$785,297,889,648 "
152,Bitcoin,BTC,"Feb 04, 2022","$37,149.26 ","$41,527.79 ","$37,093.63 ","$41,500.88 ","$29,412,210,792 ","$786,396,684,548 "
153,Bitcoin,BTC,"Feb 03, 2022","$36,944.81 ","$37,154.60 ","$36,375.54 ","$37,154.60 ","$18,591,534,769 ","$704,010,232,687 "
154,Bitcoin,BTC,"Feb 02, 2022","$38,743.71 ","$38,834.62 ","$36,832.73 ","$36,952.98 ","$19,155,189,416 ","$700,155,817,836 "
155,Bitcoin,BTC,"Feb 01, 2022","$38,481.77 ","$39,115.13 ","$38,113.66 ","$38,743.27 ","$20,288,500,328 ","$734,039,224,255 "
156,Bitcoin,BTC,"Jan 31, 2022","$37,920.28 ","$38,647.26 ","$36,733.57 ","$38,483.13 ","$20,734,730,465 ","$729,073,641,688 "
157,Bitcoin,BTC,"Jan 30, 2022","$38,151.92 ","$38,266.34 ","$37,437.71 ","$37,917.60 ","$14,643,548,444 ","$718,325,967,803 "
158,Bitcoin,BTC,"Jan 29, 2022","$37,780.71 ","$38,576.26 ","$37,406.47 ","$38,138.18 ","$17,194,183,075 ","$722,469,136,410 "
159,Bitcoin,BTC,"Jan 28, 2022","$37,128.44 ","$37,952.88 ","$36,211.11 ","$37,784.33 ","$22,238,830,523 ","$715,731,622,071 "
160,Bitcoin,BTC,"Jan 27, 2022","$36,841.88 ","$37,148.32 ","$35,629.28 ","$37,138.23 ","$25,041,426,629 ","$703,456,873,493 "
161,Bitcoin,BTC,"Jan 26, 2022","$36,950.51 ","$38,825.41 ","$36,374.91 ","$36,852.12 ","$31,324,598,034 ","$698,006,361,956 "
162,Bitcoin,BTC,"Jan 25, 2022","$36,654.81 ","$37,444.57 ","$35,779.43 ","$36,954.00 ","$26,428,189,594 ","$699,907,393,886 "
163,Bitcoin,BTC,"Jan 24, 2022","$36,275.73 ","$37,247.52 ","$33,184.06 ","$36,654.33 ","$41,856,658,597 ","$694,196,560,317 "
164,Bitcoin,BTC,"Jan 23, 2022","$35,047.36 ","$36,433.31 ","$34,784.97 ","$36,276.80 ","$26,017,975,951 ","$687,012,848,062 "
165,Bitcoin,BTC,"Jan 22, 2022","$36,471.59 ","$36,688.81 ","$34,349.25 ","$35,030.25 ","$39,714,385,405 ","$663,374,008,017 "
166,Bitcoin,BTC,"Jan 21, 2022","$40,699.61 ","$41,060.53 ","$35,791.43 ","$36,457.32 ","$43,011,992,031 ","$690,368,973,093 "
167,Bitcoin,BTC,"Jan 20, 2022","$41,744.03 ","$43,413.02 ","$40,672.82 ","$40,680.42 ","$20,382,033,940 ","$770,304,579,439 "
168,Bitcoin,BTC,"Jan 19, 2022","$42,374.04 ","$42,478.30 ","$41,242.91 ","$41,744.33 ","$23,091,543,258 ","$790,406,427,118 "
